I, [2024-10-08T00:10:59.796593 #54012]  INFO -- : Processed file: Products saved to data.json
[2024-11-09 15:37:15 +0200] INFO: File processed: Added item: Item: Смартфон Apple iPhone 14 256GB eSIM Midnight, Price: 32499, Cashback: 162, Link: https://mta.ua/telefoni-ta-smartfoni/688019-smartfon-apple-iphone-14-256gb-esim-midnight, Image: https://img.mta.ua/image/cache/data/foto/z688/688019/photos/Apple-iPhone-14-256GB-eSIM-59-Midnight-01-228x228.jpg, Scraped At: 2024-11-09T13:37:11Z
[2024-11-09 15:37:15 +0200] INFO: File processed: Initialized Item: Item: Смартфон Apple iPhone 13 Pro 256GB Silver A (Вживаний), Price: 27699, Cashback: 138, Link: https://mta.ua/telefoni-ta-smartfoni/691130-smartfon-apple-iphone-13-pro-256gb-silver-a-bu, Image: https://img.mta.ua/image/cache/data/foto/z691/691130/photos/Apple-iPhone-13-Pro-256GB-Silver-01-228x228.jpg, Scraped At: 2024-11-09T13:37:11Z
[2024-11-09 15:37:15 +0200] INFO: File processed: Added item: Item: Смартфон Apple iPhone 13 Pro 256GB Silver A (Вживаний), Price: 27699, Cashback: 138, Link: https://mta.ua/telefoni-ta-smartfoni/691130-smartfon-apple-iphone-13-pro-256gb-silver-a-bu, Image: https://img.mta.ua/image/cache/data/foto/z691/691130/photos/Apple-iPhone-13-Pro-256GB-Silver-01-228x228.jpg, Scraped At: 2024-11-09T13:37:11Z
[2024-11-09 15:37:15 +0200] INFO: File processed: Initialized Item: Item: Смартфон OnePlus 12 16/512GB Silver (CN with Global ROM), Price: 30399, Cashback: 152, Link: https://mta.ua/telefoni-ta-smartfoni/876638-smartfon-oneplus-12-16-512gb-silver-cn-with-global-rom, Image: https://img.mta.ua/image/cache/data/foto/z876/876638/photos/OnePlus-12-16512GB-88-Silver-01-228x228.jpg, Scraped At: 2024-11-09T13:37:11Z
[2024-11-09 15:37:15 +0200] INFO: File processed: Added item: Item: Смартфон OnePlus 12 16/512GB Silver (CN with Global ROM), Price: 30399, Cashback: 152, Link: https://mta.ua/telefoni-ta-smartfoni/876638-smartfon-oneplus-12-16-512gb-silver-cn-with-global-rom, Image: https://img.mta.ua/image/cache/data/foto/z876/876638/photos/OnePlus-12-16512GB-88-Silver-01-228x228.jpg, Scraped At: 2024-11-09T13:37:11Z
[2024-11-09 15:37:15 +0200] INFO: File processed: Initialized Item: Item: Смартфон Apple iPhone 14 128GB Starlight, Price: 26099, Cashback: 130, Link: https://mta.ua/telefoni-ta-smartfoni/671683-smartfon-apple-iphone-14-128gb-starlight, Image: https://img.mta.ua/image/cache/data/foto/z671/671683/photos/Apple-iPhone-14-128GB-88-Starlight-01-228x228.jpg, Scraped At: 2024-11-09T13:37:11Z
[2024-11-09 15:37:15 +0200] INFO: File processed: Added item: Item: Смартфон Apple iPhone 14 128GB Starlight, Price: 26099, Cashback: 130, Link: https://mta.ua/telefoni-ta-smartfoni/671683-smartfon-apple-iphone-14-128gb-starlight, Image: https://img.mta.ua/image/cache/data/foto/z671/671683/photos/Apple-iPhone-14-128GB-88-Starlight-01-228x228.jpg, Scraped At: 2024-11-09T13:37:11Z
[2024-11-09 15:37:15 +0200] INFO: File processed: Initialized Item: Item: Смартфон Apple iPhone 12 64GB Purple A (Вживаний), Price: 13699, Cashback: 103, Link: https://mta.ua/telefoni-ta-smartfoni/777749-smartfon-apple-iphone-12-64gb-purple-a-vzhivanii, Image: https://img.mta.ua/image/cache/data/foto/z777/777749/photos/Apple-iPhone-12-64GB-01-228x228.jpg, Scraped At: 2024-11-09T13:37:11Z
[2024-11-09 15:37:15 +0200] INFO: File processed: Added item: Item: Смартфон Apple iPhone 12 64GB Purple A (Вживаний), Price: 13699, Cashback: 103, Link: https://mta.ua/telefoni-ta-smartfoni/777749-smartfon-apple-iphone-12-64gb-purple-a-vzhivanii, Image: https://img.mta.ua/image/cache/data/foto/z777/777749/photos/Apple-iPhone-12-64GB-01-228x228.jpg, Scraped At: 2024-11-09T13:37:11Z
[2024-11-09 15:37:15 +0200] INFO: File processed: Initialized Item: Item: Смартфон OnePlus Nord CE 3 Lite 8/256GB Chromatic Gray (Global), Price: 9649, Cashback: 72, Link: https://mta.ua/telefoni-ta-smartfoni/779633-smartfon-oneplus-nord-ce-3-lite-8-256gb-chromatic-gray-global, Image: https://img.mta.ua/image/cache/data/foto/z779/779633/photos/OnePlus-Nord-CE-3-Lite-8256GB-88-Chromatic-Gray-01-228x228.jpg, Scraped At: 2024-11-09T13:37:11Z
[2024-11-09 15:37:15 +0200] INFO: File processed: Added item: Item: Смартфон OnePlus Nord CE 3 Lite 8/256GB Chromatic Gray (Global), Price: 9649, Cashback: 72, Link: https://mta.ua/telefoni-ta-smartfoni/779633-smartfon-oneplus-nord-ce-3-lite-8-256gb-chromatic-gray-global, Image: https://img.mta.ua/image/cache/data/foto/z779/779633/photos/OnePlus-Nord-CE-3-Lite-8256GB-88-Chromatic-Gray-01-228x228.jpg, Scraped At: 2024-11-09T13:37:11Z
[2024-11-09 15:37:15 +0200] INFO: File processed: Initialized Item: Item: Смартфон Blackview BL8000 12/512GB Black, Price: 11999, Cashback: 90, Link: https://mta.ua/telefoni-ta-smartfoni/875407-smartfon-blackview-bl8000-12-512gb-black, Image: https://img.mta.ua/image/cache/data/foto/z875/875407/photos/Blackview-BL8000-12512GB-73-Black-01-228x228.jpg, Scraped At: 2024-11-09T13:37:11Z
[2024-11-09 15:37:15 +0200] INFO: File processed: Added item: Item: Смартфон Blackview BL8000 12/512GB Black, Price: 11999, Cashback: 90, Link: https://mta.ua/telefoni-ta-smartfoni/875407-smartfon-blackview-bl8000-12-512gb-black, Image: https://img.mta.ua/image/cache/data/foto/z875/875407/photos/Blackview-BL8000-12512GB-73-Black-01-228x228.jpg, Scraped At: 2024-11-09T13:37:11Z
[2024-11-09 15:37:15 +0200] INFO: File processed: Initialized Item: Item: Смартфон Apple iPhone 13 256GB Starlight, Price: 28499, Cashback: 142, Link: https://mta.ua/telefoni-ta-smartfoni/492985-smartfon-apple-iphone-13-256gb-starlight, Image: https://img.mta.ua/image/cache/data/foto/z492/492985/photos/Apple-iPhone-13-256Gb-Starlight-74-Starlight-01-228x228.jpg, Scraped At: 2024-11-09T13:37:11Z
[2024-11-09 15:37:15 +0200] INFO: File processed: Added item: Item: Смартфон Apple iPhone 13 256GB Starlight, Price: 28499, Cashback: 142, Link: https://mta.ua/telefoni-ta-smartfoni/492985-smartfon-apple-iphone-13-256gb-starlight, Image: https://img.mta.ua/image/cache/data/foto/z492/492985/photos/Apple-iPhone-13-256Gb-Starlight-74-Starlight-01-228x228.jpg, Scraped At: 2024-11-09T13:37:11Z
[2024-11-09 15:37:15 +0200] INFO: File processed: Initialized Item: Item: Смартфон Google Pixel 7a 8/128GB Charcoal JP, Price: 15199, Cashback: 114, Link: https://mta.ua/telefoni-ta-smartfoni/803154-smartfon-google-pixel-7a-8-128gb-charcoal-jp, Image: https://img.mta.ua/image/cache/data/foto/z803/803154/photos/Google-Pixel-7a-8128GB-20-Charcoal-01-228x228.jpg, Scraped At: 2024-11-09T13:37:11Z
[2024-11-09 15:37:15 +0200] INFO: File processed: Added item: Item: Смартфон Google Pixel 7a 8/128GB Charcoal JP, Price: 15199, Cashback: 114, Link: https://mta.ua/telefoni-ta-smartfoni/803154-smartfon-google-pixel-7a-8-128gb-charcoal-jp, Image: https://img.mta.ua/image/cache/data/foto/z803/803154/photos/Google-Pixel-7a-8128GB-20-Charcoal-01-228x228.jpg, Scraped At: 2024-11-09T13:37:11Z
[2024-11-09 15:37:15 +0200] INFO: File processed: Initialized Item: Item: Смартфон Oukitel WP21 12/256GB Black, Price: 10399, Cashback: 78, Link: https://mta.ua/telefoni-ta-smartfoni/720569-smartfon-oukitel-wp21-12-256gb-black, Image: https://img.mta.ua/image/cache/data/foto/z720/720569/photos/Oukitel-WP21-12256GB-37-Black-01-228x228.jpg, Scraped At: 2024-11-09T13:37:11Z
[2024-11-09 15:37:15 +0200] INFO: File processed: Added item: Item: Смартфон Oukitel WP21 12/256GB Black, Price: 10399, Cashback: 78, Link: https://mta.ua/telefoni-ta-smartfoni/720569-smartfon-oukitel-wp21-12-256gb-black, Image: https://img.mta.ua/image/cache/data/foto/z720/720569/photos/Oukitel-WP21-12256GB-37-Black-01-228x228.jpg, Scraped At: 2024-11-09T13:37:11Z
[2024-11-09 15:37:15 +0200] INFO: File processed: Initialized Item: Item: Смартфон Apple iPhone 15 Pro 256GB Blue Titanium, Price: 48699, Cashback: 243, Link: https://mta.ua/telefoni-ta-smartfoni/827103-smartfon-apple-iphone-15-pro-256gb-blue-titanium, Image: https://img.mta.ua/image/cache/data/foto/z827/827103/photos/Apple-iPhone-15-Pro-256GB-88-Blue-Titanium-01-228x228.jpg, Scraped At: 2024-11-09T13:37:11Z
[2024-11-09 15:37:15 +0200] INFO: File processed: Added item: Item: Смартфон Apple iPhone 15 Pro 256GB Blue Titanium, Price: 48699, Cashback: 243, Link: https://mta.ua/telefoni-ta-smartfoni/827103-smartfon-apple-iphone-15-pro-256gb-blue-titanium, Image: https://img.mta.ua/image/cache/data/foto/z827/827103/photos/Apple-iPhone-15-Pro-256GB-88-Blue-Titanium-01-228x228.jpg, Scraped At: 2024-11-09T13:37:11Z
[2024-11-09 15:37:15 +0200] INFO: File processed: Initialized Item: Item: Смартфон Xiaomi Redmi Note 13 Pro 5G 12/512GB Midnight Black (Global), Price: 14599, Cashback: 109, Link: https://mta.ua/telefoni-ta-smartfoni/863980-smartfon-xiaomi-redmi-note-13-pro-5g-12-512gb-midnight-black-global, Image: https://img.mta.ua/image/cache/data/foto/z863/863980/photos/Xiaomi-Redmi-Note-13-Pro-5G-12512GB-25-Midnight-Black-01-228x228.jpg, Scraped At: 2024-11-09T13:37:11Z
[2024-11-09 15:37:15 +0200] INFO: File processed: Added item: Item: Смартфон Xiaomi Redmi Note 13 Pro 5G 12/512GB Midnight Black (Global), Price: 14599, Cashback: 109, Link: https://mta.ua/telefoni-ta-smartfoni/863980-smartfon-xiaomi-redmi-note-13-pro-5g-12-512gb-midnight-black-global, Image: https://img.mta.ua/image/cache/data/foto/z863/863980/photos/Xiaomi-Redmi-Note-13-Pro-5G-12512GB-25-Midnight-Black-01-228x228.jpg, Scraped At: 2024-11-09T13:37:11Z
[2024-11-09 15:37:15 +0200] INFO: File processed: Initialized Item: Item: Смартфон OnePlus Nord 3 5G 16/256GB Mist Green (Global), Price: 13949, Cashback: 105, Link: https://mta.ua/telefoni-ta-smartfoni/818403-smartfon-oneplus-nord-3-5g-16-256gb-mist-green, Image: https://img.mta.ua/image/cache/data/foto/z818/818403/photos/OnePlus-Nord-3-5G-16256GB-88-Mist-Green-01-228x228.jpg, Scraped At: 2024-11-09T13:37:11Z
[2024-11-09 15:37:15 +0200] INFO: File processed: Added item: Item: Смартфон OnePlus Nord 3 5G 16/256GB Mist Green (Global), Price: 13949, Cashback: 105, Link: https://mta.ua/telefoni-ta-smartfoni/818403-smartfon-oneplus-nord-3-5g-16-256gb-mist-green, Image: https://img.mta.ua/image/cache/data/foto/z818/818403/photos/OnePlus-Nord-3-5G-16256GB-88-Mist-Green-01-228x228.jpg, Scraped At: 2024-11-09T13:37:11Z
[2024-11-09 15:37:15 +0200] INFO: File processed: Initialized Item: Item: Смартфон Apple iPhone 12 Pro Max 256GB Pacific Blue A- (Вживаний), Price: 22399, Cashback: 112, Link: https://mta.ua/telefoni-ta-smartfoni/762779-smartfon-apple-iphone-12-pro-max-256gb-pacific-blue-a-vzhivanii, Image: https://img.mta.ua/image/cache/data/foto/z762/762779/photos/Apple-iPhone-12-Pro-Max-256GB-Pacific-Blue-01-228x228.jpg, Scraped At: 2024-11-09T13:37:11Z
[2024-11-09 15:37:15 +0200] INFO: File processed: Added item: Item: Смартфон Apple iPhone 12 Pro Max 256GB Pacific Blue A- (Вживаний), Price: 22399, Cashback: 112, Link: https://mta.ua/telefoni-ta-smartfoni/762779-smartfon-apple-iphone-12-pro-max-256gb-pacific-blue-a-vzhivanii, Image: https://img.mta.ua/image/cache/data/foto/z762/762779/photos/Apple-iPhone-12-Pro-Max-256GB-Pacific-Blue-01-228x228.jpg, Scraped At: 2024-11-09T13:37:11Z
[2024-11-09 15:37:15 +0200] INFO: File processed: Initialized Item: Item: Смартфон Apple iPhone 13 Pro Max 128GB Sierra Blue A (Вживаний), Price: 28699, Cashback: 143, Link: https://mta.ua/telefoni-ta-smartfoni/634327-smartfon-apple-iphone-13-pro-max-128gb-sierra-blue-a-bu, Image: https://img.mta.ua/image/cache/data/foto/z634/634327/photos/Apple-iPhone-13-Pro-Max-128GB-93-Blue-01-228x228.jpg, Scraped At: 2024-11-09T13:37:11Z
[2024-11-09 15:37:15 +0200] INFO: File processed: Added item: Item: Смартфон Apple iPhone 13 Pro Max 128GB Sierra Blue A (Вживаний), Price: 28699, Cashback: 143, Link: https://mta.ua/telefoni-ta-smartfoni/634327-smartfon-apple-iphone-13-pro-max-128gb-sierra-blue-a-bu, Image: https://img.mta.ua/image/cache/data/foto/z634/634327/photos/Apple-iPhone-13-Pro-Max-128GB-93-Blue-01-228x228.jpg, Scraped At: 2024-11-09T13:37:11Z
[2024-11-09 15:37:15 +0200] INFO: File processed: Initialized Item: Item: Смартфон Apple iPhone 14 Plus 128GB Purple, Price: 29399, Cashback: 147, Link: https://mta.ua/telefoni-ta-smartfoni/671701-smartfon-apple-iphone-14-plus-128gb-purple, Image: https://img.mta.ua/image/cache/data/foto/z671/671701/photos/Apple-iPhone-14-Plus-128GB-61-Purple-01-228x228.jpg, Scraped At: 2024-11-09T13:37:11Z
[2024-11-09 15:37:15 +0200] INFO: File processed: Added item: Item: Смартфон Apple iPhone 14 Plus 128GB Purple, Price: 29399, Cashback: 147, Link: https://mta.ua/telefoni-ta-smartfoni/671701-smartfon-apple-iphone-14-plus-128gb-purple, Image: https://img.mta.ua/image/cache/data/foto/z671/671701/photos/Apple-iPhone-14-Plus-128GB-61-Purple-01-228x228.jpg, Scraped At: 2024-11-09T13:37:11Z
[2024-11-09 15:37:15 +0200] INFO: File processed: Initialized Item: Item: Смартфон Samsung Galaxy S24 Ultra S928 12/256GB Titanium Gray, Price: 49599, Cashback: , Link: https://mta.ua/telefoni-ta-smartfoni/860830-smartfon-samsung-galaxy-s24-ultra-s928-12-256gb-titanium-gray, Image: https://img.mta.ua/image/cache/data/foto/z860/860830/photos/Samsung-Galaxy-S24-Ultra-S928-12256GB-24-Titanium-Gray-01-228x228.jpg, Scraped At: 2024-11-09T13:37:11Z
[2024-11-09 15:37:15 +0200] INFO: File processed: Added item: Item: Смартфон Samsung Galaxy S24 Ultra S928 12/256GB Titanium Gray, Price: 49599, Cashback: , Link: https://mta.ua/telefoni-ta-smartfoni/860830-smartfon-samsung-galaxy-s24-ultra-s928-12-256gb-titanium-gray, Image: https://img.mta.ua/image/cache/data/foto/z860/860830/photos/Samsung-Galaxy-S24-Ultra-S928-12256GB-24-Titanium-Gray-01-228x228.jpg, Scraped At: 2024-11-09T13:37:11Z
[2024-11-09 15:37:15 +0200] INFO: File processed: Initialized Item: Item: Смартфон Asus ROG Phone 6 Pro 18/512GB Storm White, Price: 42499, Cashback: 212, Link: https://mta.ua/telefoni-ta-smartfoni/707158-smartfon-asus-rog-phone-6-pro-18-512gb-storm-white, Image: https://img.mta.ua/image/cache/data/foto/z707/707158/photos/Asus-ROG-Phone-6-Pro-18512GB-47-Storm-White-01-228x228.jpg, Scraped At: 2024-11-09T13:37:11Z
[2024-11-09 15:37:15 +0200] INFO: File processed: Added item: Item: Смартфон Asus ROG Phone 6 Pro 18/512GB Storm White, Price: 42499, Cashback: 212, Link: https://mta.ua/telefoni-ta-smartfoni/707158-smartfon-asus-rog-phone-6-pro-18-512gb-storm-white, Image: https://img.mta.ua/image/cache/data/foto/z707/707158/photos/Asus-ROG-Phone-6-Pro-18512GB-47-Storm-White-01-228x228.jpg, Scraped At: 2024-11-09T13:37:11Z
[2024-11-09 15:37:15 +0200] INFO: File processed: Initialized Item: Item: Смартфон Xiaomi Redmi Note 13 6/128GB Midnight Black (Global), Price: 6999, Cashback: 52, Link: https://mta.ua/telefoni-ta-smartfoni/864374-smartfon-xiaomi-redmi-note-13-6-128gb-midnight-black-global, Image: https://img.mta.ua/image/cache/data/foto/z864/864374/photos/Xiaomi-Redmi-Note-13-6128GB-60-Midnight-Black-01-228x228.jpg, Scraped At: 2024-11-09T13:37:11Z
[2024-11-09 15:37:15 +0200] INFO: File processed: Added item: Item: Смартфон Xiaomi Redmi Note 13 6/128GB Midnight Black (Global), Price: 6999, Cashback: 52, Link: https://mta.ua/telefoni-ta-smartfoni/864374-smartfon-xiaomi-redmi-note-13-6-128gb-midnight-black-global, Image: https://img.mta.ua/image/cache/data/foto/z864/864374/photos/Xiaomi-Redmi-Note-13-6128GB-60-Midnight-Black-01-228x228.jpg, Scraped At: 2024-11-09T13:37:11Z
[2024-11-09 15:37:15 +0200] INFO: File processed: Initialized Item: Item: Смартфон Xiaomi Redmi 13C 8/256GB Midnight Black (Global), Price: 5999, Cashback: 45, Link: https://mta.ua/telefoni-ta-smartfoni/860490-smartfon-xiaomi-redmi-13c-8-256gb-midnight-black-nfc-dual-sim, Image: https://img.mta.ua/image/cache/data/foto/z860/860490/photos/Xiaomi-Redmi-13C-8256GB-88-Midnight-Black-01-228x228.jpg, Scraped At: 2024-11-09T13:37:11Z
[2024-11-09 15:37:15 +0200] INFO: File processed: Added item: Item: Смартфон Xiaomi Redmi 13C 8/256GB Midnight Black (Global), Price: 5999, Cashback: 45, Link: https://mta.ua/telefoni-ta-smartfoni/860490-smartfon-xiaomi-redmi-13c-8-256gb-midnight-black-nfc-dual-sim, Image: https://img.mta.ua/image/cache/data/foto/z860/860490/photos/Xiaomi-Redmi-13C-8256GB-88-Midnight-Black-01-228x228.jpg, Scraped At: 2024-11-09T13:37:11Z
[2024-11-09 15:37:15 +0200] INFO: File processed: Initialized Item: Item: Смартфон OnePlus 11 16/256GB Green (CN with Global ROM), Price: 23499, Cashback: 117, Link: https://mta.ua/telefoni-ta-smartfoni/759868-smartfon-oneplus-11-16-256gb-green, Image: https://img.mta.ua/image/cache/data/foto/z759/759868/photos/OnePlus-11-16256GB-75-Green-01-228x228.jpg, Scraped At: 2024-11-09T13:37:11Z
[2024-11-09 15:37:15 +0200] INFO: File processed: Added item: Item: Смартфон OnePlus 11 16/256GB Green (CN with Global ROM), Price: 23499, Cashback: 117, Link: https://mta.ua/telefoni-ta-smartfoni/759868-smartfon-oneplus-11-16-256gb-green, Image: https://img.mta.ua/image/cache/data/foto/z759/759868/photos/OnePlus-11-16256GB-75-Green-01-228x228.jpg, Scraped At: 2024-11-09T13:37:11Z
[2024-11-09 15:37:15 +0200] INFO: File processed: Initialized Item: Item: Смартфон Samsung Galaxy M15 M156 5G 4/128GB Light Blue, Price: 8499, Cashback: , Link: https://mta.ua/telefoni-ta-smartfoni/879864-smartfon-samsung-galaxy-m15-m156-5g-4-128gb-light-blue, Image: https://img.mta.ua/image/cache/data/foto/z879/879864/photos/Samsung-Galaxy-M15-M156-5G-4128GB-10-Light-Blue-01-228x228.jpg, Scraped At: 2024-11-09T13:37:11Z
[2024-11-09 15:37:15 +0200] INFO: File processed: Added item: Item: Смартфон Samsung Galaxy M15 M156 5G 4/128GB Light Blue, Price: 8499, Cashback: , Link: https://mta.ua/telefoni-ta-smartfoni/879864-smartfon-samsung-galaxy-m15-m156-5g-4-128gb-light-blue, Image: https://img.mta.ua/image/cache/data/foto/z879/879864/photos/Samsung-Galaxy-M15-M156-5G-4128GB-10-Light-Blue-01-228x228.jpg, Scraped At: 2024-11-09T13:37:11Z
[2024-11-09 15:37:15 +0200] INFO: File processed: Initialized Item: Item: Смартфон Apple iPhone 13 128GB Alpine Green, Price: 22599, Cashback: 113, Link: https://mta.ua/telefoni-ta-smartfoni/622089-smartfon-apple-iphone-13-128gb-alpine-green, Image: https://img.mta.ua/image/cache/data/foto/z622/622089/photos/Apple-iPhone-13-128GB-88-Alpine-Green-01-228x228.jpg, Scraped At: 2024-11-09T13:37:11Z
[2024-11-09 15:37:15 +0200] INFO: File processed: Added item: Item: Смартфон Apple iPhone 13 128GB Alpine Green, Price: 22599, Cashback: 113, Link: https://mta.ua/telefoni-ta-smartfoni/622089-smartfon-apple-iphone-13-128gb-alpine-green, Image: https://img.mta.ua/image/cache/data/foto/z622/622089/photos/Apple-iPhone-13-128GB-88-Alpine-Green-01-228x228.jpg, Scraped At: 2024-11-09T13:37:11Z
[2024-11-09 15:37:15 +0200] INFO: File processed: Initialized Item: Item: Смартфон OnePlus 11 12/256GB Black (CN with Global ROM), Price: 23899, Cashback: 119, Link: https://mta.ua/telefoni-ta-smartfoni/753140-smartfon-oneplus-11-12-256gb-black, Image: https://img.mta.ua/image/cache/data/foto/z753/753140/photos/OnePlus-11-12256GB-75-Black-01-228x228.jpg, Scraped At: 2024-11-09T13:37:11Z
[2024-11-09 15:37:15 +0200] INFO: File processed: Added item: Item: Смартфон OnePlus 11 12/256GB Black (CN with Global ROM), Price: 23899, Cashback: 119, Link: https://mta.ua/telefoni-ta-smartfoni/753140-smartfon-oneplus-11-12-256gb-black, Image: https://img.mta.ua/image/cache/data/foto/z753/753140/photos/OnePlus-11-12256GB-75-Black-01-228x228.jpg, Scraped At: 2024-11-09T13:37:11Z
[2024-11-09 15:37:15 +0200] INFO: File processed: Initialized Item: Item: Смартфон Xiaomi Redmi Note 12 Pro + 5G 8/256GB White (Global), Price: 13199, Cashback: 99, Link: https://mta.ua/telefoni-ta-smartfoni/774478-smartfon-xiaomi-redmi-note-12-pro-5g-8-256gb-white, Image: https://img.mta.ua/image/cache/data/foto/z774/774478/photos/Xiaomi-Redmi-Note-12-Pro-5G-8256GB-95-White-01-228x228.jpg, Scraped At: 2024-11-09T13:37:11Z
